time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,56,79,1,2728.0,6308,81.01315789473684,rep1_FOV4
1,1,56,79,1,2740.0,6043,78.00165480721496,rep1_FOV4
2,1,56,79,0,0.0,0,0.0,rep1_FOV4
3,1,56,79,0,0.0,0,0.0,rep1_FOV4
4,1,56,79,0,0.0,0,0.0,rep1_FOV4
5,1,56,79,0,0.0,0,0.0,rep1_FOV4
6,1,56,79,0,0.0,0,0.0,rep1_FOV4
7,1,56,79,0,0.0,0,0.0,rep1_FOV4
8,1,56,79,0,0.0,0,0.0,rep1_FOV4
9,1,56,79,0,0.0,0,0.0,rep1_FOV4
10,1,56,79,0,0.0,0,0.0,rep1_FOV4
11,1,56,79,0,0.0,0,0.0,rep1_FOV4
12,1,56,79,0,0.0,0,0.0,rep1_FOV4
13,1,56,79,0,0.0,0,0.0,rep1_FOV4
14,1,56,79,0,0.0,0,0.0,rep1_FOV4
15,1,56,79,0,0.0,0,0.0,rep1_FOV4
16,1,56,79,0,0.0,0,0.0,rep1_FOV4
17,1,56,79,0,0.0,0,0.0,rep1_FOV4
18,1,56,79,0,0.0,0,0.0,rep1_FOV4
19,1,56,79,0,0.0,0,0.0,rep1_FOV4
20,1,56,79,0,0.0,0,0.0,rep1_FOV4
0,2,310,83,1,2416.0,6064,100.62302110817942,rep1_FOV4
1,2,310,83,1,2452.0,5981,98.53987627487042,rep1_FOV4
2,2,310,83,1,2430.0,6100,100.23868852459016,rep1_FOV4
3,2,310,83,1,2426.0,6118,108.20137299771167,rep1_FOV4
4,2,310,83,1,2431.0,6140,107.58990228013029,rep1_FOV4
5,2,310,83,1,2425.0,6041,99.86359874193015,rep1_FOV4
6,2,310,83,1,2408.0,5857,89.5385009390473,rep1_FOV4
7,2,310,83,1,2418.0,5626,78.75026661926769,rep1_FOV4
8,2,310,83,1,2413.0,5461,73.36806445705915,rep1_FOV4
9,2,310,83,1,2412.0,5481,77.67852581645685,rep1_FOV4
10,2,310,83,1,2425.0,5838,87.72953066118534,rep1_FOV4
11,2,310,83,1,2419.0,6142,114.25496580918268,rep1_FOV4
12,2,310,83,0,0.0,0,0.0,rep1_FOV4
13,2,310,83,0,0.0,0,0.0,rep1_FOV4
14,2,310,83,0,0.0,0,0.0,rep1_FOV4
15,2,310,83,0,0.0,0,0.0,rep1_FOV4
16,2,310,83,0,0.0,0,0.0,rep1_FOV4
17,2,310,83,0,0.0,0,0.0,rep1_FOV4
18,2,310,83,0,0.0,0,0.0,rep1_FOV4
19,2,310,83,0,0.0,0,0.0,rep1_FOV4
20,2,310,83,0,0.0,0,0.0,rep1_FOV4
0,3,526,97,1,2653.0,6205,88.85205479452055,rep1_FOV4
1,3,526,97,1,2684.0,6033,83.82860931543179,rep1_FOV4
2,3,526,97,1,2665.0,5810,78.19053356282272,rep1_FOV4
3,3,526,97,1,2691.0,5676,73.41578576462297,rep1_FOV4
4,3,526,97,1,2675.0,5494,69.67510010921005,rep1_FOV4
5,3,526,97,1,2663.0,5548,68.44808940158616,rep1_FOV4
6,3,526,97,1,2667.0,5435,67.44691812327507,rep1_FOV4
7,3,526,97,1,2682.0,5500,67.54981818181818,rep1_FOV4
8,3,526,97,1,2680.0,5418,68.90753045404209,rep1_FOV4
9,3,526,97,1,2682.0,5488,66.82908163265306,rep1_FOV4
10,3,526,97,1,2684.0,5258,65.54469379992392,rep1_FOV4
11,3,526,97,1,2687.0,5088,66.21010220125787,rep1_FOV4
12,3,526,97,1,2667.0,5362,64.97202536367027,rep1_FOV4
13,3,526,97,1,2675.0,5244,65.29118993135012,rep1_FOV4
14,3,526,97,1,2668.0,5312,66.00301204819277,rep1_FOV4
15,3,526,97,0,0.0,5312,44.96517319277108,rep1_FOV4
16,3,526,97,0,0.0,5312,40.50075301204819,rep1_FOV4
