time,cell_number,x,y,Alive,nuclei_size,cell_size,protein_concentration,file_name
0,1,379,146,1,2505.0,5645,98.82320637732506,rep1_FOV2
1,1,379,146,1,2512.0,5731,105.39015878555226,rep1_FOV2
2,1,379,146,1,2514.0,5818,114.47834307322104,rep1_FOV2
3,1,379,146,1,2508.0,5991,134.15723585378066,rep1_FOV2
4,1,379,146,1,2504.0,6131,158.8161800685043,rep1_FOV2
5,1,379,146,0,0.0,0,0.0,rep1_FOV2
6,1,379,146,0,0.0,0,0.0,rep1_FOV2
7,1,379,146,0,0.0,0,0.0,rep1_FOV2
8,1,379,146,0,0.0,0,0.0,rep1_FOV2
9,1,379,146,0,0.0,0,0.0,rep1_FOV2
10,1,379,146,0,0.0,0,0.0,rep1_FOV2
11,1,379,146,0,0.0,0,0.0,rep1_FOV2
12,1,379,146,0,0.0,0,0.0,rep1_FOV2
13,1,379,146,0,0.0,0,0.0,rep1_FOV2
14,1,379,146,0,0.0,0,0.0,rep1_FOV2
15,1,379,146,0,0.0,0,0.0,rep1_FOV2
16,1,379,146,0,0.0,0,0.0,rep1_FOV2
17,1,379,146,0,0.0,0,0.0,rep1_FOV2
18,1,379,146,0,0.0,0,0.0,rep1_FOV2
19,1,379,146,0,0.0,0,0.0,rep1_FOV2
20,1,379,146,0,0.0,0,0.0,rep1_FOV2
0,2,125,144,1,2508.0,6412,105.49500935745478,rep1_FOV2
1,2,125,144,1,2518.0,6498,113.97045244690673,rep1_FOV2
2,2,125,144,1,2498.0,6482,114.41885220610922,rep1_FOV2
3,2,125,144,1,2526.0,6443,109.6020487350613,rep1_FOV2
4,2,125,144,1,2507.0,6411,105.10840742473873,rep1_FOV2
5,2,125,144,1,2499.0,5620,71.85729537366548,rep1_FOV2
6,2,125,144,1,2486.0,5517,71.51386623164764,rep1_FOV2
7,2,125,144,1,2506.0,5460,70.38589743589743,rep1_FOV2
8,2,125,144,1,2507.0,5574,70.4178327951202,rep1_FOV2
9,2,125,144,1,2514.0,5589,72.74789765611021,rep1_FOV2
10,2,125,144,1,2497.0,5607,71.82611021936864,rep1_FOV2
11,2,125,144,1,2509.0,5742,73.9080459770115,rep1_FOV2
12,2,125,144,1,2530.0,5970,79.94589614740369,rep1_FOV2
13,2,125,144,1,2511.0,5872,78.86989100817439,rep1_FOV2
14,2,125,144,1,2515.0,5828,77.59471516815374,rep1_FOV2
15,2,125,144,1,2511.0,5762,76.50277681360639,rep1_FOV2
16,2,125,144,1,2498.0,5746,73.83153498085625,rep1_FOV2
17,2,125,144,1,2503.0,5573,71.64543333931455,rep1_FOV2
18,2,125,144,1,2512.0,5568,69.02262931034483,rep1_FOV2
19,2,125,144,1,2508.0,5337,67.06895259509088,rep1_FOV2
20,2,125,144,1,2514.0,5523,66.70505160239,rep1_FOV2
0,3,508,202,1,2546.0,6059,105.72190130384551,rep1_FOV2
1,3,508,202,1,2521.0,6072,105.9540513833992,rep1_FOV2
2,3,508,202,1,2517.0,6149,111.43470483005366,rep1_FOV2
3,3,508,202,1,2521.0,6153,111.21225418495042,rep1_FOV2
4,3,508,202,1,2519.0,6153,108.28977734438486,rep1_FOV2
5,3,508,202,1,2545.0,5257,69.06201255468899,rep1_FOV2
6,3,508,202,1,2542.0,4851,66.94063079777365,rep1_FOV2
7,3,508,202,1,2526.0,5020,67.24043824701195,rep1_FOV2
8,3,508,202,1,2527.0,4907,64.96983900550234,rep1_FOV2
